Date,Open,High,Low,Close,Volume
05/19/2023,"123.55","125.97","122.15","122.76","41,353,449"
05/18/2023,"120.95","123.31","120.83","122.83","35,234,230"
05/17/2023,"119.61","121.67","118.89","120.84","33,323,590"
05/16/2023,"116.49","120.75","116.43","119.51","45,035,559"
05/15/2023,"116.11","118.48","116.01","116.51","36,266,770"
05/12/2023,"116.68","118.03","116.11","117.51","41,102,328"
05/11/2023,"115.40","117.92","114.41","116.57","78,900,031"
05/10/2023,"107.97","112.94","107.93","111.75","63,153,367"
05/09/2023,"108.39","110.15","107.19","107.35","36,360,141"
05/08/2023,"105.18","107.96","105.16","107.77","26,511,449"
05/05/2023,"104.82","105.88","104.11","105.57","26,639,250"
05/04/2023,"105.49","105.60","103.97","104.69","23,419,510"
05/03/2023,"105.53","107.49","104.96","105.41","21,795,410"
05/02/2023,"107.14","107.20","103.71","105.32","30,997,250"
05/01/2023,"106.84","107.99","106.82","107.20","26,681,680"
04/28/2023,"107.04","107.35","105.09","107.34","36,139,848"
04/27/2023,"104.45","108.37","103.54","107.59","50,089,191"
04/26/2023,"104.92","106.35","102.63","103.71","53,347,559"
04/25/2023,"105.83","106.69","103.84","103.85","46,664,102"
04/24/2023,"105.49","106.63","104.70","105.97","23,542,830"
04/21/2023,"105.47","106.00","104.78","105.41","25,800,080"
04/20/2023,"103.91","106.25","103.87","105.29","27,820,789"
04/19/2023,"103.58","104.98","103.07","104.18","20,905,680"
04/18/2023,"106.49","106.54","104.07","104.50","26,596,449"
04/17/2023,"104.66","106.16","104.52","105.97","37,571,219"
04/14/2023,"106.89","108.94","106.84","108.87","26,578,000"
04/13/2023,"105.84","107.49","105.84","107.43","24,843,580"
04/12/2023,"106.58","106.75","104.34","104.64","24,370,270"
04/11/2023,"106.55","106.73","104.68","105.35","26,311,801"
04/10/2023,"106.98","107.59","105.12","106.44","27,067,359"
04/06/2023,"105.26","109.17","104.33","108.42","48,711,480"
04/05/2023,"105.78","106.10","103.66","104.47","28,290,500"
04/04/2023,"104.33","105.58","104.04","104.72","24,420,080"
04/03/2023,"102.39","104.53","101.93","104.36","25,035,400"
03/31/2023,"101.30","103.89","101.04","103.73","36,863,367"
03/30/2023,"100.91","101.16","99.78","100.89","33,086,180"
03/29/2023,"102.28","102.49","100.65","101.39","28,779,570"
03/28/2023,"102.44","102.45","99.74","101.03","32,057,869"
03/27/2023,"104.62","104.76","101.93","102.46","31,120,859"
03/24/2023,"104.99","105.49","103.84","105.44","30,411,039"
03/23/2023,"105.06","106.30","104.46","105.60","40,797,770"
03/22/2023,"104.27","106.59","103.33","103.37","43,427,422"
03/21/2023,"101.25","105.10","101.22","104.92","42,110,281"
03/20/2023,"100.12","101.75","99.87","101.22","32,960,441"
03/17/2023,"100.26","102.84","100.10","101.62","61,028,551"
03/16/2023,"96.20","101.19","95.50","100.32","65,567,656"
03/15/2023,"93.22","96.93","92.64","96.11","50,622,047"
03/14/2023,"92.56","94.36","92.44","93.97","36,050,207"
03/13/2023,"90.09","92.57","89.42","91.11","37,335,566"
03/10/2023,"92.17","92.79","90.40","90.63","35,941,047"
03/09/2023,"94.05","95.53","91.90","92.32","28,813,529"
03/08/2023,"94.12","95.96","94.00","94.25","34,103,273"
03/07/2023,"94.98","95.67","93.53","93.86","27,835,480"
03/06/2023,"94.02","95.97","94.00","95.13","32,639,311"
03/03/2023,"92.48","93.73","92.45","93.65","35,160,113"
03/02/2023,"89.66","92.28","89.59","92.00","32,226,230"
03/01/2023,"89.98","91.03","89.67","90.36","31,111,230"
02/28/2023,"89.33","91.23","89.32","90.06","30,142,039"
02/27/2023,"89.87","90.16","89.34","89.87","27,502,301"
02/24/2023,"89.44","89.89","88.58","89.13","36,585,090"
02/23/2023,"91.92","91.94","89.76","90.89","41,206,379"
02/22/2023,"91.70","92.11","90.61","91.65","30,884,020"
02/21/2023,"93.00","93.10","91.72","91.79","33,629,262"
02/17/2023,"94.85","95.56","93.21","94.35","34,284,121"
02/16/2023,"95.37","97.68","94.74","95.51","42,462,621"
02/15/2023,"94.49","97.12","94.15","96.94","50,298,480"
02/14/2023,"94.43","94.85","92.26","94.68","54,726,121"
02/13/2023,"94.74","95.20","93.84","94.61","50,076,121"
02/10/2023,"95.45","96.75","94.25","94.57","54,980,699"
02/09/2023,"100.00","100.03","93.63","95.01","119,455,000"
02/08/2023,"102.05","103.14","98.04","99.37","94,743,523"
02/07/2023,"103.22","108.18","103.12","107.64","49,010,230"
02/06/2023,"102.40","104.36","101.88","102.90","31,999,561"
02/03/2023,"102.93","107.81","102.58","104.78","65,309,262"
02/02/2023,"105.80","107.85","105.61","107.74","69,883,758"
02/01/2023,"98.71","101.19","97.58","100.43","35,531,102"
01/31/2023,"96.87","98.88","96.82","98.84","29,870,670"
01/30/2023,"97.48","98.29","96.40","96.94","27,226,199"
01/27/2023,"97.31","100.32","97.31","99.37","33,879,754"
01/26/2023,"96.50","97.57","95.38","97.52","30,113,971"
01/25/2023,"95.57","96.16","93.76","95.22","42,329,953"
01/24/2023,"98.10","99.61","97.20","97.70","33,078,512"
01/23/2023,"97.95","100.04","97.50","99.79","40,005,059"
01/20/2023,"95.10","98.30","95.02","98.02","63,191,078"
01/19/2023,"90.72","93.61","90.63","93.05","37,000,398"
01/18/2023,"92.14","92.80","90.64","91.12","29,116,689"
01/17/2023,"92.06","92.25","90.05","91.29","32,602,420"
01/13/2023,"90.85","92.19","90.13","92.12","26,329,211"
01/12/2023,"91.48","91.87","89.75","91.13","30,258,141"
01/11/2023,"89.18","91.60","89.01","91.52","26,861,971"
01/10/2023,"85.98","88.67","85.83","88.42","30,467,760"
01/09/2023,"88.36","90.05","87.86","88.02","29,003,900"
01/06/2023,"86.79","87.69","84.86","87.34","41,381,500"
01/05/2023,"87.47","87.57","85.90","86.20","27,194,381"
01/04/2023,"90.35","90.65","87.27","88.08","34,854,781"
01/03/2023,"89.59","91.05","88.52","89.12","28,131,221"
12/30/2022,"86.98","88.30","86.57","88.23","23,986,301"
12/29/2022,"86.62","88.85","86.61","88.45","23,333,539"
12/28/2022,"86.98","88.04","85.94","86.02","19,523,180"
12/27/2022,"88.80","88.94","87.01","87.39","20,097,350"
12/23/2022,"87.11","89.55","87.07","89.23","23,003,039"
12/22/2022,"88.16","88.54","86.32","87.76","27,658,289"
12/21/2022,"89.08","90.22","88.32","89.58","24,745,641"
12/20/2022,"88.11","89.18","87.44","89.02","23,453,840"
12/19/2022,"90.26","90.56","88.21","88.44","29,493,029"
12/16/2022,"90.76","91.33","89.52","90.26","58,011,848"
12/15/2022,"93.13","93.64","90.01","90.86","40,107,031"
12/14/2022,"95.20","96.87","93.60","95.07","28,733,600"
12/13/2022,"97.76","99.53","95.03","95.63","40,593,660"
12/12/2022,"92.71","93.56","91.61","93.31","29,009,010"
12/09/2022,"93.77","94.26","92.75","92.83","28,225,449"
12/08/2022,"95.38","95.58","93.45","93.71","32,213,289"
12/07/2022,"96.41","96.88","94.72","94.94","31,045,449"
12/06/2022,"99.30","99.78","96.42","96.98","24,910,660"
12/05/2022,"99.40","101.38","99.00","99.48","24,405,090"
12/02/2022,"99.05","100.77","98.90","100.44","21,480,699"
12/01/2022,"101.02","102.25","100.25","100.99","28,687,100"
11/30/2022,"94.82","101.04","94.42","100.99","43,647,480"
11/29/2022,"95.73","96.12","94.11","95.19","20,061,721"
11/28/2022,"97.04","97.58","95.61","96.05","26,252,430"
11/25/2022,"98.24","98.64","97.40","97.46","9,701,441"
11/23/2022,"97.09","98.76","97.09","98.46","18,868,090"
11/22/2022,"95.95","97.22","94.05","97.05","23,438,480"
11/21/2022,"97.29","98.40","95.36","95.60","21,647,391"
11/18/2022,"98.77","98.90","96.37","97.43","28,342,301"
11/17/2022,"96.97","99.28","96.79","98.36","26,052,600"
11/16/2022,"97.90","99.64","97.64","98.85","29,105,150"
11/15/2022,"98.26","100.14","96.71","98.44","41,640,820"
11/14/2022,"95.09","96.79","94.51","95.70","30,179,539"
11/11/2022,"94.69","96.93","93.92","96.41","33,090,480"
11/10/2022,"92.25","94.39","91.61","93.94","51,620,141"
11/09/2022,"88.45","89.44","87.28","87.32","31,769,100"
11/08/2022,"88.90","90.32","87.59","88.90","30,429,029"
11/07/2022,"87.28","88.90","86.85","88.49","34,078,910"
11/04/2022,"85.40","86.64","83.71","86.58","51,124,898"
11/03/2022,"86.32","86.52","83.34","83.43","61,288,020"
11/02/2022,"90.94","91.18","86.88","86.97","57,038,281"
11/01/2022,"95.45","96.03","90.37","90.47","47,161,352"
10/31/2022,"95.42","96.03","93.98","94.51","31,675,039"
10/28/2022,"92.27","96.55","92.13","96.29","43,697,289"
10/27/2022,"94.52","95.43","91.80","92.22","60,710,859"
10/26/2022,"96.43","98.31","94.69","94.93","88,279,039"
10/25/2022,"102.90","104.82","102.72","104.48","40,611,379"
10/24/2022,"101.80","102.75","99.98","102.52","27,176,420"
10/21/2022,"97.85","101.31","97.72","101.13","32,458,721"
10/20/2022,"100.00","102.32","99.39","99.97","25,323,199"
10/19/2022,"100.01","101.02","98.92","99.63","23,811,061"
10/18/2022,"103.13","103.47","99.97","100.77","24,060,670"
10/17/2022,"98.86","100.93","98.83","99.97","28,419,189"
10/14/2022,"99.99","100.69","96.37","96.56","25,410,670"
10/13/2022,"95.15","99.78","94.38","99.06","34,574,551"
10/12/2022,"97.30","98.75","96.74","97.56","21,876,359"
10/11/2022,"97.43","99.25","96.31","97.18","26,507,100"
10/10/2022,"99.00","99.10","97.01","97.86","18,225,090"
10/07/2022,"99.85","100.53","98.30","98.68","27,502,770"
10/06/2022,"100.68","102.93","100.59","101.42","22,323,990"
10/05/2022,"99.83","101.93","98.80","101.43","22,176,900"
10/04/2022,"100.44","101.84","100.38","101.64","28,850,770"
10/03/2022,"96.76","99.29","96.52","98.64","27,982,029"
09/30/2022,"97.05","98.90","95.56","95.65","32,941,488"
09/29/2022,"98.64","98.64","95.96","97.42","31,047,221"
09/28/2022,"97.65","100.70","97.11","100.05","32,466,320"
09/27/2022,"99.43","100.00","96.87","97.50","30,072,779"
09/26/2022,"98.10","99.88","97.80","98.17","27,072,660"
09/23/2022,"99.63","99.66","97.47","98.74","31,625,439"
09/22/2022,"98.82","101.24","98.79","100.14","34,298,621"
09/21/2022,"101.67","102.88","99.27","99.28","31,487,270"
09/20/2022,"102.08","102.37","100.52","101.14","26,517,119"
09/19/2022,"101.75","103.33","101.55","103.07","23,036,811"
09/16/2022,"102.07","103.13","100.94","102.80","42,797,168"
09/15/2022,"104.03","105.27","102.35","102.91","34,188,281"
09/14/2022,"104.57","105.28","103.66","105.00","26,395,131"
09/13/2022,"107.80","108.30","104.09","104.32","38,172,871"
09/12/2022,"110.99","111.62","109.93","110.86","22,966,750"
09/09/2022,"109.07","110.99","109.02","110.65","23,213,590"
09/08/2022,"108.04","109.60","107.16","108.38","24,238,289"
09/07/2022,"107.06","109.98","106.90","109.45","23,166,971"
09/06/2022,"107.30","108.03","105.78","106.81","25,068,279"
09/02/2022,"110.59","110.74","107.26","107.85","24,160,711"
09/01/2022,"108.28","110.45","107.36","109.74","28,360,930"
08/31/2022,"110.65","110.85","108.13","108.22","28,626,971"
08/30/2022,"110.17","110.50","107.80","108.94","27,513,260"
08/29/2022,"109.99","110.95","108.80","109.42","21,191,160"
08/26/2022,"114.72","115.12","110.19","110.34","37,245,699"
08/25/2022,"114.24","116.72","114.11","116.65","16,956,789"
08/24/2022,"113.50","114.78","112.87","113.69","17,734,619"
08/23/2022,"113.48","115.01","113.43","113.86","15,870,370"
08/22/2022,"115.20","115.63","113.85","114.24","21,456,650"
08/19/2022,"119.06","119.15","116.76","117.21","21,809,529"
08/18/2022,"119.43","120.82","118.72","120.17","17,987,660"
08/17/2022,"120.12","121.29","119.38","119.55","22,846,961"
08/16/2022,"121.52","122.43","120.64","121.70","19,041,230"
08/15/2022,"121.13","122.30","120.61","122.08","19,494,830"
08/12/2022,"120.26","121.68","119.46","121.68","19,096,270"
08/11/2022,"121.28","121.49","118.56","118.84","24,293,650"
08/10/2022,"118.78","120.92","118.41","119.70","30,930,350"
08/09/2022,"117.14","117.32","115.71","116.63","19,086,471"
08/08/2022,"118.39","120.15","116.88","117.30","19,169,480"
08/05/2022,"116.23","118.11","116.00","117.47","19,159,520"
08/04/2022,"117.48","118.78","116.89","118.19","21,602,930"
08/03/2022,"115.71","118.62","115.48","118.08","28,499,010"
08/02/2022,"114.00","116.35","113.72","115.13","20,236,029"
08/01/2022,"115.30","116.72","114.34","114.86","26,034,289"
07/29/2022,"113.08","116.71","113.06","116.32","37,223,391"
07/28/2022,"112.37","114.34","111.46","114.22","32,816,570"
07/27/2022,"109.26","113.91","108.01","113.06","59,858,500"
07/26/2022,"106.60","107.20","104.07","105.02","47,990,961"
07/25/2022,"108.41","109.87","106.30","107.51","34,690,887"
07/22/2022,"111.00","112.34","106.50","107.90","48,901,180"
07/21/2022,"114.28","114.55","111.11","114.34","32,676,170"
07/20/2022,"113.17","115.40","112.48","113.90","35,600,434"
07/19/2022,"110.85","114.02","109.56","113.81","36,530,953"
07/18/2022,"112.64","113.68","108.37","109.03","43,164,594"
07/15/2022,"112.00","113.14","110.90","111.78","46,769,119"
07/14/2022,"110.21","111.09","108.37","110.37","37,003,039"
07/13/2022,"111.70","114.20","111.20","111.35","43,722,019"
07/12/2022,"116.22","116.97","113.69","114.02","29,959,700"
